0,1,2,3,4
8432,5982,19,5522.03267,1991.03759
417,1011,20,6966.63278,4439.08438
2441,3044,20,4160.18003,6988.38223
7318,4484,20,6804.04498,2949.42761
736,9152,20,3264.01294,670.40735
1127,2695,20,2203.47271,8769.56557
4796,5356,20,7376.41391,3606.82053
4393,2685,20,6556.44795,4461.43361
2374,7953,20,5684.64678,7215.44816
7842,6745,20,5057.21705,108.49431
8249,1066,20,3497.88764,7403.48348
5759,3400,21,4364.92738,1571.73689
7585,5932,21,4579.96976,1894.50176
9956,7460,21,8129.12392,5449.9436
5994,8936,21,8310.20325,8022.02029
8051,8298,21,2179.63207,5983.17648
9865,1670,21,1084.72996,6037.70449
1682,6949,21,2623.10593,9166.27809
134,8800,21,6624.9019,7233.29481
8068,7589,21,8886.88983,4602.2296
1358,5104,21,5587.55537,7887.1952
6525,3224,21,51.92433,3877.53241
7751,9423,21,593.95492,8990.8543
9806,9666,22,3167.26358,333.67183
3088,8674,22,7136.22938,7776.2936
2923,1689,22,4558.28798,2442.46258
6374,5929,22,2812.53235,5993.01508
2924,7168,22,8973.20841,274.16634
6230,8390,22,8416.0077,8802.13874
5028,2843,22,5240.96925,4048.06864
5030,2511,22,6170.7015,1319.42413
1559,252,22,7626.83407,3967.01791
1777,7481,22,3044.33939,6392.61611
846,6699,22,771.76533,4587.04988
4451,4676,23,9498.36427,6375.99391
3977,5075,23,3083.02235,6949.69552
9751,1768,23,9169.8613,6578.37957
1075,3122,23,3594.78684,9140.86119
5190,7958,23,9513.68457,333.40056
3248,24,24,3860.69914,8449.09754
2239,1850,24,2032.51201,958.627
1523,2968,24,9293.12597,240.91534
3265,1025,24,2152.22564,5318.03581
8637,4765,24,5973.77266,5140.13337
6550,2157,24,1059.69109,5165.86678
5306,757,24,7397.00809,2784.57389
8947,7468,24,5456.9535,6288.27826
3807,9842,24,3179.04758,6614.46075
2553,9394,24,3265.66688,2444.22157
4639,4269,24,4126.03895,7449.33746
2770,8068,24,1679.1353,6631.21637
7957,5685,25,461.34458,7461.0146
9163,6224,25,3878.7988,7130.25349
8745,764,25,6160.37049,4469.74502
5703,3450,25,3596.21129,1573.21938
9399,8945,25,2002.64152,3299.94531
9473,7152,25,2368.47983,6291.85085
2159,2044,25,7840.49288,8319.44136
7826,5999,25,563.92372,3087.57378
3835,3615,25,9352.75227,9504.12575
9833,1153,25,3717.48485,3215.9361
9492,306,25,5712.86538,9754.91034
3415,1166,25,1312.52461,321.62927
4404,6371,26,4325.63548,7138.21374
4267,3412,26,7256.06531,7423.54834
2787,3368,26,3561.34654,99.53555
5499,3148,26,9789.0731,9497.02306
1984,320,26,6462.57719,1636.53009
3709,867,26,6163.44908,2608.43067
667,6516,26,7282.23834,7722.98893
8473,687,26,4777.98022,9318.81226
7696,8056,27,8008.99751,4501.94561
1813,7542,27,9287.8577,6418.04679
7211,8779,27,2620.21859,2568.79378
297,1757,27,8304.4829,215.95287
8590,6651,27,6554.22416,2002.89979
7368,2874,27,4949.82101,3386.54712
2849,8210,27,1664.95585,9471.49476
80,1192,27,1721.59254,9157.23274
4801,1237,27,4969.19547,5999.06237
513,7845,28,299.74451,7755.09481
8920,7413,28,3833.42879,6118.19564
8830,3807,28,9894.03739,3324.20412
7276,7694,28,4714.75582,5323.32549
8392,2218,28,4774.1303,4260.85306
374,9226,28,62.49312,3854.73145
8177,4313,28,880.93005,1970.17495
8354,5697,28,3463.94504,7697.52854
3757,44,28,1937.63192,5865.27093
8978,2783,28,4494.49041,6447.41931
3310,4128,29,1601.11513,4925.77994
1701,8794,29,3360.31233,4506.45015
6434,2210,29,9479.80501,7507.97528
289,9548,29,949.71316,7487.83269
3106,5244,29,3145.09463,7275.27396
8946,1555,29,1190.76842,6407.01028
1459,4654,29,7079.46651,7322.68692
2257,7231,29,3811.21885,4821.93931
9275,3041,29,1879.21342,4239.57628
1809,6674,29,4116.7712,5484.31164
7433,969,29,3622.03705,7374.0594
4345,6442,29,5851.01276,8286.7041
926,7914,30,4720.67415,3573.29352
6761,3838,30,7905.72627,607.72424
6650,1833,30,3379.63753,7656.23629
8014,1424,30,4423.55805,1287.65243
6089,2993,30,347.05462,2741.61735
3671,6451,30,7983.05962,8381.57871
5703,4127,30,3290.79703,7776.35291
9087,7336,30,7889.63298,94.56369
2661,4899,30,5199.54533,1802.64138
4307,1621,30,7009.00529,6038.76889
1101,9037,30,7307.93822,790.34706
6921,7376,31,4570.88534,4533.60264
8935,2230,31,6942.68041,9024.20099
3864,6256,31,3884.71121,4525.09958
3376,3133,32,198.35487,7781.07744
6159,2641,32,602.25399,5929.37696
8803,9055,32,6366.61302,4025.71087
7805,61,32,7755.60555,6209.41423
9692,477,32,1568.39837,6135.97709
194,2202,32,1646.42894,2615.11175
4646,3468,32,2463.76013,2880.02674
5543,6938,32,6565.98955,1937.5368
3068,6863,32,5752.88248,1588.21939
6858,9573,32,2242.38054,1771.3646
8676,4977,33,4990.47168,9736.35271
4639,3230,33,1979.24176,4345.25712
150,8656,33,3588.29249,5640.40349
4237,7458,33,703.23672,7225.97915
7227,815,33,1527.47821,7048.33267
4613,4774,33,4809.33666,4721.31522
2517,8396,33,2088.60898,1519.60583
9846,1497,33,7236.24905,7009.00661
5804,3154,33,4750.71722,2369.82121
1052,8313,34,49.24237,5390.45179
8716,924,34,4609.57976,6883.39503
3999,9471,34,7294.91294,3614.70978
1004,3382,34,5849.4387,453.32435
5194,7927,34,3912.42961,8929.56289
3151,9572,34,5061.87449,3741.51912
3082,1837,34,9030.30514,1274.13428
1018,8327,34,8441.57749,188.714
6302,2994,35,9161.40534,384.21146
103,8241,35,2104.85163,8279.92527
498,3581,35,6353.94208,9416.15209
7636,5199,35,563.8908,1078.96026
3297,948,35,755.32801,4707.81098
6494,4616,35,6023.25779,988.25319
3593,6103,35,4069.49821,6266.99206
6629,7454,35,6369.00994,4228.43298
6713,4974,35,5180.42353,575.21132
5967,7324,35,6213.4941,1782.81888
4647,7062,35,268.62347,7560.76548
8337,4078,35,1012.46979,1039.54441
639,3249,35,128.57279,4868.84687
183,3628,36,5660.42038,2334.99008
7868,1610,36,1064.67505,4874.52494
7928,546,36,3174.70551,3829.98164
916,7350,36,2323.38794,8776.34668
3305,7886,36,1479.32779,645.63399
8953,63,36,7341.93832,6522.13879
523,2380,36,562.04068,8408.28553
9189,4365,36,653.77577,2486.82302
6396,9665,36,1027.62257,2760.50706
6384,3459,36,131.78437,626.42351
8853,6446,36,5668.9256,2570.3509
5934,1335,36,9723.12458,4107.70801
523,5227,36,6858.68289,340.13068
7424,4884,37,9435.45657,2740.46767
6098,2787,37,2718.33386,6665.12389
4798,7099,37,7042.52354,7518.46011
7772,6384,37,7291.52714,371.56668
7526,4443,37,650.98488,9270.23719
8479,3091,37,6020.81657,9666.20882
6885,9188,37,2081.31272,57.60773
8015,8500,37,730.43344,8.33508
4108,3436,37,7242.1851,8294.39457
7892,9551,37,5962.58314,7885.78394
8204,4445,38,5036.22826,7144.8152
5355,126,38,1179.83991,7874.03486
9908,6268,38,6998.71179,5351.24607
7614,2593,38,7923.02898,5556.38731
3868,823,38,9939.67896,173.30691
3595,7539,38,6498.99798,4607.48177
6012,575,38,7844.37272,4076.77371
9451,1861,38,4684.42945,3430.35025
8671,3239,38,8477.48708,2164.06309
9064,1173,38,310.75568,1688.30136
6223,771,39,2334.75511,7380.47452
841,5361,39,1435.23902,1035.03547
4138,1005,39,9571.86185,2433.51303
409,5486,39,1638.28789,5988.96082
3030,2696,39,3580.95558,6820.06996
1794,4996,39,2288.09458,9338.36076
8646,3410,39,5685.02696,2656.83313
664,434,39,8578.44434,3841.9571
7442,2969,39,1303.8804,8900.63193
4149,1831,40,2877.50832,325.66557
5942,6274,40,5107.73868,7126.07892
1525,693,40,4809.08397,9744.8451
169,9093,40,1865.29851,5809.94797
1125,1328,40,3616.71382,580.78326
1727,1181,40,8631.17622,8402.03975
8038,2798,40,3583.37512,3082.6719
3217,2404,40,1872.09432,7133.27822
5023,7875,40,6711.28878,420.92378
1846,9410,40,9589.53637,9763.73963
5140,5324,40,9876.96918,4303.0357
3058,3801,40,6765.23337,9000.542
5557,5530,40,3209.0142,459.26081
7382,6385,40,5112.87775,727.59452
4629,6669,40,7031.10145,9030.61032
9857,2796,40,5244.61054,4091.1007
4004,5997,41,2673.67027,1331.25243
9790,8288,41,4199.47875,3407.41341
9756,7260,41,3831.35241,1609.26558
6006,2798,41,7282.70237,5610.34951
678,4429,41,8140.74433,1244.08096
3972,2079,41,7459.17854,8395.05946
1602,8705,41,1778.68475,8568.18882
7156,5200,41,2629.62077,570.68865
1167,3324,41,3237.9134,6061.60136
3468,7692,41,2949.20275,9704.20388
5361,4706,41,637.70472,8640.65623
3459,7548,41,9199.21409,8284.56719
8605,9482,41,3972.5318,8696.78031
2485,280,41,1707.76512,7889.03885
2966,9795,42,2529.78457,4641.50736
6752,4805,42,1118.64371,4301.71667
7670,7101,42,1626.96946,3270.80488
5220,4860,42,3179.73579,5278.25749
2030,5334,42,3436.55194,2098.87142
2155,2407,42,2662.84222,7193.98433
9951,1546,42,2540.693,1294.98373
5600,6568,42,2089.0672,4223.03101
425,2102,42,2821.04876,2336.79421
1763,3349,43,1295.26569,368.38504
1168,4117,43,5244.53312,3076.41314
789,5103,43,5906.08634,1489.30773
7745,1848,43,673.21192,3362.15636
2868,2646,43,202.74012,8395.83572
8669,6227,43,9817.20904,1409.97639
5896,7274,43,1519.28222,3665.96302
9894,7486,43,7408.62655,5354.96557
1333,209,43,940.15978,8931.89068
5463,5309,43,2751.79792,9083.01286
8439,4086,44,655.372,77.47995
924,9805,44,5037.25963,2217.12021
2282,9335,44,1670.17434,4123.16054
3286,2697,44,1626.72377,3902.98705
4266,5577,44,3428.93146,5704.61888
2637,1610,44,6946.57144,6799.7039
493,2316,44,854.27843,6432.07092
4724,1021,44,9887.74219,1613.55737
8541,2970,44,33.61209,7657.24587
8984,1911,44,1451.79843,1093.47673
7370,3993,45,5574.62476,3997.36088
524,8374,45,7400.40485,5449.76756
6913,5786,45,787.99645,9094.08619
3669,622,45,5738.88485,8312.99792
7684,1000,45,8304.29054,5874.61757
7471,9957,46,5583.75905,8395.62572
2521,8474,46,5824.65161,8897.91482
8787,4638,46,4186.21947,3629.75517
6412,1410,46,9580.78791,6988.51205
1104,336,46,8436.54098,1824.36736
2778,4538,46,7443.94831,917.98036
6929,5877,46,8902.16545,6211.20189
4739,9130,46,836.30393,9463.87365
3084,8981,46,6164.33373,6980.59925
9797,9497,47,8101.98248,6165.23094
873,5602,47,5762.55556,5529.34532
8696,341,47,4479.5804,4509.80905
6321,3542,47,8485.43866,741.63499
2288,4608,47,4357.83804,3809.48295
3541,8966,47,5.89653,3491.0346
1008,542,47,9840.36051,7589.09598
2312,3352,47,4881.27515,3281.02936
4903,7577,48,363.51941,3268.77489
9753,1860,48,3085.79916,8978.82995
9128,7714,48,5251.61416,1750.12845
2039,709,48,8034.59276,7771.12869
7582,6579,48,6446.05029,9519.85342
7254,5504,48,6998.70191,9485.54711
6134,3815,48,8802.14944,1025.57481
1164,1300,48,8156.01552,5471.12637
8923,4152,48,8424.66232,1872.69327
6640,8907,48,8881.04064,5340.44097
4599,5093,48,601.68821,8647.78926
1884,9437,48,2560.67642,5516.99423
6582,1817,48,2396.39552,2897.6137
6222,3387,48,8510.53839,9535.0664
3840,2094,48,8744.75287,2468.00693
7073,3415,49,4580.02342,2851.6368
9893,685,49,7011.52005,5003.48547
3416,9988,49,6644.30174,3978.7609
796,6036,49,9370.04654,3434.54844
1038,8933,49,1688.40035,6833.28195
1549,8589,49,3950.05638,1721.48417
2934,4939,50,4906.88021,8867.88475
7605,1099,50,9749.33026,1905.02498
7913,4062,50,8476.184,2200.98236
8889,1284,50,1793.43777,887.83257
2640,9137,50,1273.44404,3807.00578
7859,6762,50,8877.35593,4840.08859
7449,8164,51,8801.23028,9071.34335
2344,4958,51,1588.86229,4043.67161
6637,9529,51,2191.93729,4948.16371
705,8331,51,3260.47734,8741.07905
4158,6158,51,4039.25292,9775.55415
8128,1473,51,8869.54616,8985.14996
7999,2081,51,5119.54958,4321.29014
3350,9078,51,3411.41041,1321.29054
8509,8312,51,319.79027,3774.05201
6847,3581,51,8921.27584,7155.57906
8053,7010,51,4895.0489,3449.94529
4938,1122,51,2337.83625,83.98843
5218,9348,51,3581.90751,7734.58403
8474,3867,51,4182.93018,2066.13062
4531,7036,51,523.69867,5633.62019
1378,8593,51,436.72203,2512.19809
1487,5522,51,8174.75717,9479.92336
4637,8147,51,4957.70014,1956.52891
569,2574,51,3920.7799,5951.46975
8974,7859,51,3487.85306,7321.92157
5343,2914,51,5546.27712,6817.74571
1441,3068,51,4342.59152,2047.42719
8292,4293,51,8906.65902,3740.83473
7418,7171,51,9574.02007,8502.98721
8590,1036,52,6071.59331,415.58931
6031,8920,52,9201.42119,6289.18696
860,5433,52,6518.87357,4710.50394
1122,7378,52,2413.61022,8726.74116
2242,5552,52,2654.04927,4644.05009
9132,2978,52,2874.51267,3442.12728
6086,4355,52,7923.03804,5725.56129
6400,8427,52,4152.54028,135.68047
8621,9699,52,3952.42256,2339.116
4383,5562,52,9202.91334,8661.60375
9209,2526,52,654.96346,1674.89925
83,2516,52,826.29581,5297.65296
2016,6913,52,232.01455,2854.28571
3608,3653,52,5338.3548,7894.277
6143,3606,52,9438.83618,1948.30894
7350,6702,52,3654.61121,7582.02836
1095,4660,53,4846.28537,2974.76553
5345,6937,53,8836.60319,9068.06077
4786,1419,53,4961.30474,1036.03195
3169,64,53,7411.38036,7109.09447
7169,346,53,7909.90194,1433.16002
3239,5472,53,4351.56398,9540.1814
8050,9093,53,3835.56382,5389.422
63,8340,53,8617.44217,9537.65799
4599,8611,53,2670.24972,2716.72782
4419,8091,53,7624.54308,4656.02858
5900,9099,53,1708.32614,9853.75405
6796,3847,54,7935.56463,1526.06882
8981,1263,54,5273.79698,2804.11264
7114,5480,54,2702.96172,2912.08415
2727,3501,54,6296.5191,2360.20089
9847,2577,54,3463.28148,5927.32261
6051,2912,54,9187.92273,9457.23043
100,9691,54,2917.92659,2572.73268
322,6096,54,5068.57381,3084.05006
2038,3179,54,988.61302,246.16954
1105,1927,54,731.20648,3850.82253
5101,8867,54,6649.92506,642.56737
6735,1063,54,3410.12051,2080.59038
950,842,54,5041.34133,2356.52189
545,2437,54,3148.44368,1607.04423
7608,650,55,1797.92004,1594.89981
6409,1041,55,9043.67443,1000.51343
1175,5724,55,8928.71938,5196.67189
3873,5784,55,9624.24848,7796.50278
8267,72,55,7910.2021,7390.46695
4146,717,55,1367.01842,5628.61655
1124,7064,55,7362.07436,4230.51087
5675,6147,56,4395.29407,5568.14737
8162,9394,56,3984.41817,6429.24978
7652,1592,56,4009.32292,3760.74415
6448,676,56,388.07153,8782.0352
3843,7283,56,3751.29499,9545.97955
6178,7103,56,9937.43995,8756.55302
3875,201,56,6543.93003,6106.76591
9228,3027,56,2917.93978,5321.47189
3990,4895,56,2536.03892,1099.74991
4277,3951,57,5174.86796,844.98541
4945,7755,57,7829.60807,6498.61741
4052,2679,57,6255.43345,2093.25314
6067,3642,57,4776.84899,9833.32958
5079,1129,57,7687.22522,324.37874
847,2424,57,6316.65047,7630.05215
1017,6425,57,1580.67126,8439.60042
6183,8018,57,3921.24574,285.31254
1466,9969,58,6984.27853,537.16951
5943,1626,58,765.264,8875.83099
102,5034,58,5780.63547,8919.85727
2511,907,58,85.18941,4313.21966
612,6720,58,6152.10341,5273.51104
4567,6455,59,8049.77026,1283.53701
7767,9256,59,5207.23663,8895.33734
3421,6654,59,8817.17556,1440.23248
7037,1598,59,6722.95739,1681.41876
7700,1606,59,2967.66015,4847.98789
6828,3672,59,3289.16448,7099.34988
2101,4149,59,8811.40054,4037.50798
9969,3444,59,2628.86427,4192.89457
4381,9453,59,1858.69947,7322.75102
4625,466,59,7862.84926,4251.70169
8617,4037,60,375.40942,2705.20186
5859,6870,60,3731.91208,7605.98915
8618,8694,60,490.39985,5041.33054
3028,6440,60,1889.93891,4898.341
1117,4325,60,6841.46203,1731.41851
2598,878,60,9934.18183,1896.38779
3832,1879,60,2782.45786,6324.87044
4993,5613,60,3441.26014,8961.98306
9821,5269,60,8177.3875,9340.95681
5535,8939,60,6955.20604,4186.86373
6786,50,60,2476.02205,948.77455
9980,2020,60,1741.36638,4258.93889
7087,4208,60,5072.43634,9467.51492
2373,2839,60,8368.21751,1906.17816
639,6621,60,5175.40445,3756.28056
8988,4516,60,9450.85673,1061.95116
9002,44,61,4523.61752,356.04234
4508,4154,61,2182.02913,8682.46858
9040,8760,61,4858.42702,5417.06806
6353,3910,61,1168.20319,2602.99445
4750,8836,61,5897.85993,1141.89987
3387,6966,61,1472.13563,8158.6541
4903,5529,61,3662.1824,2470.4236
61,9296,61,102.53516,5028.05721
2671,5474,61,7232.9308,1660.3667
3611,5594,62,9153.33212,5281.96031
6155,161,62,5741.03658,2587.34339
3840,1767,62,6031.73586,5066.96125
9848,7852,62,7567.48751,55.33907
4037,3980,62,4721.67228,2039.95378
214,7051,62,2736.83323,9138.85717
9937,1861,62,7649.65052,2254.00961
1425,2463,62,5459.88022,1901.63649
1317,5175,62,202.15591,9168.46401
3461,3758,62,9295.65323,8561.55147
3371,8830,62,4955.6665,7713.26307
3040,5410,63,5868.03655,529.38736
3960,5016,63,2609.6941,676.55548
3679,6820,63,4862.17457,6666.55826
7525,920,63,6543.28362,3279.99198
7247,8098,63,9864.6475,2913.04696
9848,3768,63,9713.04123,4309.07085
5843,8891,63,5633.39676,5562.55068
1766,6287,63,6081.08039,7148.47644
741,8981,63,5491.85713,1560.84536
9610,9295,64,2845.92536,5537.33089
2372,8344,64,9523.73492,9519.64789
877,2411,64,8798.51752,2225.66619
188,9169,64,2211.94032,8453.52545
696,9855,64,4124.31969,2873.69161
2069,6021,64,3238.36365,6290.69892
3759,4954,64,5894.67776,4854.1603
9862,8461,64,6552.87459,3492.23238
9295,6539,65,451.36586,3354.56788
2963,2577,65,5051.52642,9484.54687
8770,5589,65,579.18205,6593.37865
7019,1863,65,8925.92854,3183.37992
5668,712,66,6402.10889,4431.28424
43,5548,66,7737.25955,5455.13064
1700,9397,66,4102.22237,988.97951
8087,6732,66,2594.12553,7093.07109
575,752,66,43.58366,7990.96209
5606,6895,66,8057.43455,6079.67428
5064,5401,66,7861.55977,3556.81463
4202,7472,66,7078.61081,9754.7834
890,2396,66,8037.78982,2525.88354
3276,2680,66,7134.45553,8368.79882
5501,2050,66,4057.23644,5823.94301
2023,7638,67,4126.45555,3076.39534
6007,1484,67,2778.02433,5522.37714
2044,4508,67,6541.95724,4273.95521
1525,6372,67,2129.77073,1627.23564
3081,7964,67,6012.56587,9632.53642
4492,4684,67,8135.89923,7326.59744
1742,7029,67,124.92503,8264.86139
2758,9834,67,8487.95214,895.50716
9698,1976,67,3752.99452,6127.81048
8039,6460,67,6997.82588,4629.83671
6270,1493,68,6295.40665,6301.32232
3653,4755,68,9695.96746,1476.7576
4845,7778,68,7737.44265,7665.63086
859,5210,68,8521.52128,3223.8558
6179,9141,68,8286.94224,298.59722
3725,1412,68,678.02379,9053.54499
6896,8648,68,6007.64322,7306.44341
6322,3932,68,6219.12706,6079.64468
3999,7221,69,2133.70668,9446.95581
9116,8995,69,7590.18451,7857.31436
6539,7659,69,911.003,7140.67358
544,8969,69,1028.47799,2256.72109
6409,5503,69,8063.54389,1072.97623
2859,5035,69,4104.46274,3299.91355
8577,6618,69,6332.57118,3198.59069
5563,6927,70,8464.2347,8008.73863
3162,7237,70,2438.01627,5442.74174
2065,2964,70,838.08595,5657.93064
